Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1469,08-03-2024,10-03-2024,CUST851,Crystal Holmes,Corporate,PROD4058,Calculator,Office Supplies,West,Idaho,Herreraland,4,2077,0,8308,5086.72,3221.28,Net Banking,Pending,"Bruce, Gross and Zhang",velazquezcharles@rodriguez.biz,8,Yes,50
ORD1470,17-02-2025,24-02-2025,CUST423,Rebecca Daniel,Home Office,PROD5173,Cooking Oil,Grocery,West,Massachusetts,Lake Virginiastad,10,1681,15,14288.5,9213.56,5074.94,UPI,Pending,Miller-Gonzalez,msharp@wilson.com,3,Yes,49
ORD1471,26-10-2023,27-10-2023,CUST100,Mr. David Hatfield,Corporate,PROD2598,Pen,Office Supplies,South,Maryland,Anthonybury,8,4637,15,31531.6,23540.35,7991.25,Net Banking,Returned,David-Rodriguez,joelfriedman@jones.org,48,No,0
ORD1472,29-07-2024,30-07-2024,CUST751,Lee Martin,Consumer,PROD9677,Sugar,Grocery,East,Nebraska,Smithport,4,292,10,1051.2,703.11,348.09,Net Banking,Cancelled,"Brewer, Rodriguez and Wilkerson",gblack@crosby-mckinney.com,22,No,0
ORD1473,15-11-2023,17-11-2023,CUST394,Kelly Parks,Corporate,PROD8006,Rice Bag,Grocery,South,Kansas,Summerstad,8,3973,0,31784,21005.44,10778.56,Net Banking,Cancelled,Gilbert LLC,mmathis@sharp.com,8,Yes,34
ORD1474,21-08-2024,28-08-2024,CUST573,Mary Elliott,Corporate,PROD9859,Sofa,Furniture,West,Arkansas,Jonestown,8,1934,15,13151.2,8384.78,4766.42,Net Banking,Pending,Smith LLC,nsimpson@lopez.net,46,No,0
ORD1475,23-02-2024,28-02-2024,CUST546,Heather Trujillo,Corporate,PROD2889,File Folder,Office Supplies,West,Vermont,South Katie,4,2515,15,8551,6741.13,1809.87,UPI,Pending,Powell-King,gevans@bell.org,1,Yes,29
ORD1476,11-03-2024,16-03-2024,CUST102,Diana Rivera,Home Office,PROD2380,Sugar,Grocery,East,Connecticut,East Jo,8,4597,15,31259.6,25019.54,6240.06,UPI,Cancelled,"Robertson, Brennan and Williams",krojas@lee-lopez.com,48,No,0
ORD1477,07-02-2025,12-02-2025,CUST776,Lisa Floyd,Home Office,PROD1094,File Folder,Office Supplies,South,Wisconsin,Reeseton,2,2211,0,4422,2830.84,1591.16,Net Banking,Pending,Reed Group,psanford@wilson-robinson.com,4,Yes,28
ORD1478,22-05-2025,27-05-2025,CUST730,Samantha Brown,Consumer,PROD6345,Monitor,Electronics,North,Mississippi,Lake Christineville,9,3829,15,29291.85,18063.63,11228.22,Net Banking,Delivered,Thomas-Miller,kimberly89@key-guzman.info,12,No,0
ORD1479,10-05-2025,14-05-2025,CUST305,Matthew Villa,Home Office,PROD2047,Office Chair,Furniture,North,Rhode Island,Lake Crystalport,5,3078,5,14620.5,11222.44,3398.06,UPI,Returned,Dickerson and Sons,zwalls@roberts-mendoza.biz,18,No,0
ORD1480,12-08-2025,19-08-2025,CUST962,Charles Quinn,Home Office,PROD9915,Mouse,Electronics,North,Georgia,North Jamesborough,3,558,20,1339.2,1175.98,163.22,UPI,Cancelled,Gaines-Wilson,zwalters@quinn-maldonado.com,25,No,0
ORD1481,28-09-2025,03-10-2025,CUST528,Ethan Ward,Consumer,PROD7948,Bookshelf,Furniture,West,Minnesota,North Justin,2,3526,10,6346.8,5042.25,1304.55,Cash,Delivered,Thomas Inc,zperez@rhodes-hoffman.org,22,No,0
ORD1482,01-01-2024,05-01-2024,CUST371,Stephanie Moon,Corporate,PROD8966,Stapler,Office Supplies,East,Kansas,Comptonmouth,7,1037,10,6533.1,5773.82,759.28,Credit Card,Pending,Thomas LLC,harrischristine@young.biz,24,No,0
ORD1483,21-08-2024,22-08-2024,CUST569,Maria Lindsey,Home Office,PROD1896,Sugar,Grocery,South,Nebraska,Nelsonshire,6,4453,5,25382.1,21660.95,3721.15,Credit Card,Cancelled,"Morales, Holland and Allen",jeffreyorr@flowers.net,37,No,0
ORD1484,29-06-2025,06-07-2025,CUST944,Joseph Dixon,Home Office,PROD8466,Notebook,Office Supplies,North,South Dakota,New Brandonhaven,4,1836,5,6976.8,5421.98,1554.82,Credit Card,Delivered,Guerrero Inc,melissa34@thompson.com,22,No,0
ORD1485,02-04-2024,06-04-2024,CUST387,Andrew Perry,Consumer,PROD3929,Dining Table,Furniture,North,Connecticut,Brownmouth,3,1711,0,5133,4225.06,907.94,Cash,Delivered,Ruiz-Howard,hbrown@nguyen-villanueva.com,18,No,0
ORD1486,24-11-2024,27-11-2024,CUST214,Justin Ponce,Consumer,PROD4804,Bookshelf,Furniture,South,Oklahoma,East Alicia,6,4206,15,21450.6,17269.31,4181.29,Net Banking,Pending,"Ray, Gibson and Ramirez",andreapope@smith.com,50,No,0
ORD1487,18-08-2024,22-08-2024,CUST415,Bryan Alvarez MD,Consumer,PROD1906,Rice Bag,Grocery,North,Hawaii,Tylerchester,10,4177,15,35504.5,30388.06,5116.44,Net Banking,Delivered,Mckay-Harding,harrisjennifer@kirby-ross.com,49,No,0
ORD1488,08-06-2025,09-06-2025,CUST791,Erica Hoffman,Consumer,PROD8658,Monitor,Electronics,South,South Carolina,East Brett,1,2472,20,1977.6,1453.33,524.27,UPI,Delivered,"Lynch, Gillespie and Jones",scottvargas@gray.com,3,Yes,46
ORD1489,03-09-2025,07-09-2025,CUST843,Lisa Snow,Consumer,PROD5238,Bookshelf,Furniture,North,Tennessee,Ericaville,3,906,20,2174.4,1863.28,311.12,Credit Card,Pending,Stevenson-Garcia,latashabass@smith-jackson.com,25,No,0
ORD1490,22-07-2025,25-07-2025,CUST727,David Brown,Home Office,PROD2355,Keyboard,Electronics,West,Arkansas,Dianetown,6,2663,5,15179.1,10138.56,5040.54,Cash,Returned,Compton LLC,thomas60@bryant.net,45,No,0
ORD1491,06-06-2025,09-06-2025,CUST435,Madison Powers,Home Office,PROD8127,Keyboard,Electronics,South,Florida,Michaelbury,3,3298,0,9894,7288.92,2605.08,Net Banking,Delivered,Gray-Sanford,jenniferjenkins@garcia-gross.com,9,Yes,23
ORD1492,15-12-2024,20-12-2024,CUST685,Gabriel Pearson,Home Office,PROD6364,Pen,Office Supplies,North,South Carolina,East Yvonne,6,4797,15,24464.7,17095.15,7369.55,Cash,Returned,Tucker Inc,kathy05@jones.com,34,No,0
ORD1493,01-11-2023,05-11-2023,CUST588,Shane Fisher,Corporate,PROD6948,Cooking Oil,Grocery,North,Tennessee,North Margaret,2,214,5,406.6,343.83,62.77,Cash,Cancelled,Sanders PLC,garzabrian@macias-martin.biz,17,No,0
ORD1494,13-09-2025,20-09-2025,CUST668,Deborah Stein,Consumer,PROD8062,Study Table,Furniture,North,North Carolina,Port Michael,7,955,0,6685,5504.79,1180.21,UPI,Pending,"Fleming, Hatfield and Harper",jeffrey98@flores-brown.org,43,No,0
ORD1495,15-08-2025,17-08-2025,CUST170,Gary Blair,Corporate,PROD4614,Dining Table,Furniture,North,Kentucky,East Rachelberg,8,436,5,3313.6,2852.44,461.16,Cash,Delivered,"Evans, Ramirez and Sullivan",mariamyers@woods.biz,28,No,0
ORD1496,18-10-2025,19-10-2025,CUST248,Michelle Wolfe,Corporate,PROD8217,Bookshelf,Furniture,East,Georgia,Jessicaland,10,1139,10,10251,8992.4,1258.6,Credit Card,Returned,"Mendoza, Turner and Luna",victoria46@rich.info,35,No,0
ORD1497,13-04-2025,19-04-2025,CUST752,Justin Neal,Consumer,PROD1007,Stapler,Office Supplies,North,Indiana,West Courtneyfurt,4,106,10,381.6,232.87,148.73,Credit Card,Returned,"Briggs, Nguyen and Hall",daviskayla@ruiz-waller.com,25,No,0
ORD1498,25-05-2025,28-05-2025,CUST830,Elaine Oliver,Consumer,PROD1591,Laptop,Electronics,East,Wisconsin,South Mary,7,4294,15,25549.3,16653.31,8895.99,Credit Card,Pending,"Bishop, Holland and Gonzalez",tthomas@ryan.info,23,No,0
ORD1499,18-06-2024,20-06-2024,CUST256,Amy Ramos,Corporate,PROD3282,Notebook,Office Supplies,North,Arizona,West Georgemouth,7,4443,0,31101,20398.81,10702.19,Net Banking,Pending,Green Ltd,gonzalezallison@guzman-hall.info,39,No,0
ORD1500,09-06-2024,14-06-2024,CUST615,Nicole Boyd,Consumer,PROD5500,Study Table,Furniture,North,Utah,Frankside,10,1624,10,14616,8961.01,5654.99,Net Banking,Pending,Nelson Ltd,tshaw@butler-cox.net,0,Yes,36
ORD1501,24-11-2023,26-11-2023,CUST720,Jody Gonzalez,Home Office,PROD4678,Snacks,Grocery,West,New Mexico,Jeremyberg,3,3620,5,10317,7568.15,2748.85,UPI,Delivered,Myers-Reeves,annasalinas@porter-kline.com,44,No,0
ORD1502,03-05-2024,09-05-2024,CUST990,Henry Thompson,Consumer,PROD6707,Study Table,Furniture,South,New Mexico,Crystalburgh,3,1737,10,4689.9,3916.7,773.2,Net Banking,Delivered,Floyd Group,jamesdixon@fowler.org,38,No,0
ORD1503,30-10-2024,31-10-2024,CUST289,Kathleen Spears,Corporate,PROD6859,Notebook,Office Supplies,East,Georgia,New Williamside,7,578,5,3843.7,2506.88,1336.82,Cash,Pending,Burton-Wright,pcarson@henson.com,49,No,0
ORD1504,17-02-2025,21-02-2025,CUST901,Tammy Watson,Consumer,PROD8656,Bookshelf,Furniture,South,Maine,Thomasstad,3,2082,10,5621.4,3941.03,1680.37,Cash,Delivered,Martin Ltd,kyle07@williams.org,24,No,0
ORD1505,15-01-2024,17-01-2024,CUST462,Jessica Hill,Home Office,PROD9517,Rice Bag,Grocery,West,Minnesota,Port Melvin,4,1536,15,5222.4,3134.79,2087.61,UPI,Delivered,Jones Group,eoneal@young.com,14,No,0
ORD1506,14-06-2025,21-06-2025,CUST630,Mary English,Corporate,PROD6297,Notebook,Office Supplies,North,Alaska,Ashleyborough,2,1934,20,3094.4,2386.86,707.54,UPI,Cancelled,"Griffith, Oliver and Suarez",whitetheresa@smith.info,20,No,0
ORD1507,01-07-2025,07-07-2025,CUST464,Mark Sexton,Home Office,PROD3231,Dining Table,Furniture,East,Tennessee,Nancyfort,3,3300,15,8415,5618.02,2796.98,UPI,Pending,Black-Miller,judysmith@rodriguez.com,25,No,0
ORD1508,10-06-2025,17-06-2025,CUST976,Christopher Smith,Corporate,PROD8389,Laptop,Electronics,West,Rhode Island,Thorntonmouth,7,1168,20,6540.8,4094.24,2446.56,Credit Card,Pending,"Ortiz, Alvarez and Daniels",madams@carpenter.org,20,No,0
ORD1509,04-09-2025,11-09-2025,CUST218,Jennifer Martin,Home Office,PROD2266,Laptop,Electronics,East,Virginia,Lake Jasonhaven,4,1023,15,3478.2,3034.93,443.27,UPI,Returned,Kennedy Ltd,halljessica@jones.info,22,No,0
ORD1510,28-05-2025,30-05-2025,CUST960,Emily Nguyen,Corporate,PROD8953,Mouse,Electronics,South,Maine,Michelleport,5,2269,0,11345,7254.04,4090.96,Net Banking,Returned,Fisher-Williams,lharris@johnson-ford.com,10,No,0
ORD1511,18-10-2024,22-10-2024,CUST749,Margaret Perkins,Consumer,PROD8274,Monitor,Electronics,North,Massachusetts,West Sandra,1,3924,5,3727.8,2418.48,1309.32,Net Banking,Pending,Jones-Bauer,ojones@watson.com,19,No,0
ORD1512,26-11-2024,03-12-2024,CUST619,Kimberly Mathews,Home Office,PROD6749,Calculator,Office Supplies,South,New Mexico,South Rebecca,6,3117,15,15896.7,13637.74,2258.96,UPI,Delivered,"Vaughn, Roberson and Gordon",xhenderson@romero.com,22,No,0
ORD1513,29-10-2023,01-11-2023,CUST625,Jamie Brown,Consumer,PROD4368,Monitor,Electronics,East,Maryland,North Kirsten,5,1164,0,5820,5185.04,634.96,Net Banking,Delivered,"Hall, Patton and Franklin",rschneider@ramirez.com,36,No,0
ORD1514,14-01-2024,20-01-2024,CUST517,Jerry Johnson,Home Office,PROD7877,Sugar,Grocery,South,New Mexico,Rogersstad,8,627,15,4263.6,3355.7,907.9,UPI,Cancelled,"Wolf, Lane and Jimenez",matthewsmith@green-gonzalez.com,15,No,0
ORD1515,21-06-2025,25-06-2025,CUST487,Trevor Barker,Corporate,PROD4159,Juice Pack,Grocery,South,Florida,North Debraville,4,3232,15,10988.8,7559.88,3428.92,Credit Card,Returned,Mcbride-Holland,sara00@clark.com,46,No,0
ORD1516,05-01-2025,09-01-2025,CUST317,Jennifer Roberts,Consumer,PROD4217,Pen,Office Supplies,East,Indiana,Port Hollyshire,2,950,5,1805,1130.67,674.33,Credit Card,Delivered,Andrews-Riley,moralesfrank@williams-meadows.com,14,No,0
ORD1517,03-06-2024,05-06-2024,CUST272,Scott Knight,Home Office,PROD8489,Headphones,Electronics,East,South Dakota,Port Dominicshire,3,2231,10,6023.7,4397.34,1626.36,UPI,Cancelled,"Holland, Rose and Ramos",choward@torres.com,8,Yes,37
ORD1518,20-02-2024,24-02-2024,CUST675,Johnathan Lambert,Consumer,PROD6128,Sugar,Grocery,South,Ohio,East Edwin,6,695,20,3336,2962.72,373.28,Cash,Pending,Nichols-Compton,mmorse@valenzuela-parker.com,47,No,0
ORD1519,11-11-2023,13-11-2023,CUST362,Austin Hamilton,Home Office,PROD8996,Snacks,Grocery,South,Iowa,Robertshire,8,2999,15,20393.2,14248.91,6144.29,Credit Card,Returned,Walter-Mitchell,mckenziejohnson@douglas.net,38,No,0
ORD1520,14-08-2024,21-08-2024,CUST431,Jessica Galloway,Consumer,PROD8351,Laptop,Electronics,West,Illinois,Port Nicholasfort,1,1532,15,1302.2,889.41,412.79,Credit Card,Returned,Wilson-Valdez,bdaniels@torres.com,46,No,0
ORD1521,12-08-2025,16-08-2025,CUST621,Kim Evans,Home Office,PROD7733,Stapler,Office Supplies,West,Colorado,Wellsberg,7,2165,10,13639.5,11111.93,2527.57,Cash,Cancelled,"Sanchez, Ruiz and Smith",maxwellbradford@nguyen.com,23,No,0
ORD1522,22-01-2025,25-01-2025,CUST478,Nicole Gonzalez,Corporate,PROD8463,Office Chair,Furniture,East,South Dakota,Port Tylerhaven,5,4959,0,24795,19426.15,5368.85,UPI,Returned,"Oconnor, Ward and Nelson",john16@hodges-erickson.info,17,No,0
ORD1523,19-11-2024,26-11-2024,CUST889,Pamela Jennings,Home Office,PROD3187,Stapler,Office Supplies,West,Wisconsin,Coopertown,2,3318,10,5972.4,3683.59,2288.81,Cash,Returned,White-Carpenter,janetward@owens-dunn.com,37,No,0
ORD1524,11-12-2024,14-12-2024,CUST246,Richard Taylor,Home Office,PROD9591,Mouse,Electronics,West,California,West Brittanyland,10,669,20,5352,3915.27,1436.73,Credit Card,Returned,"Hudson, Mcclure and Roach",dthomas@benitez-freeman.com,10,No,0
ORD1525,30-10-2024,04-11-2024,CUST942,Karen Nelson,Corporate,PROD7794,Monitor,Electronics,East,Texas,Port Andrewtown,6,1979,20,9499.2,8476.43,1022.77,Cash,Returned,Farrell-Keller,currylisa@thomas.com,6,Yes,47
ORD1526,05-03-2025,07-03-2025,CUST319,William Wallace,Consumer,PROD2220,Pen,Office Supplies,East,Alaska,Guzmanfurt,7,517,10,3257.1,2232.52,1024.58,Credit Card,Returned,Christensen and Sons,barbarapope@rogers.com,24,No,0
ORD1527,02-03-2024,06-03-2024,CUST586,Steven Johnson,Corporate,PROD9879,Bookshelf,Furniture,West,Arkansas,Tanyaton,9,3914,10,31703.4,23061.69,8641.71,UPI,Returned,"Hernandez, Hood and Hall",thomasdonna@cobb-valentine.com,50,No,0
ORD1528,20-02-2025,23-02-2025,CUST776,Gary Gray,Consumer,PROD5408,Pen,Office Supplies,East,Maine,Erikamouth,8,2003,0,16024,12695.38,3328.62,UPI,Pending,"Burgess, Mcdowell and Boyd",howemichael@henry.biz,22,No,0
ORD1529,07-04-2025,14-04-2025,CUST280,Emily Maldonado,Corporate,PROD5050,Monitor,Electronics,North,Arizona,Amandaville,2,4295,10,7731,6026.64,1704.36,Credit Card,Cancelled,Brown and Sons,moralesjacob@hutchinson.com,6,Yes,33
ORD1530,13-09-2025,17-09-2025,CUST165,Michael Bender,Corporate,PROD7314,Study Table,Furniture,North,Florida,Morganton,2,2961,5,5625.9,4681.46,944.44,Credit Card,Cancelled,Moore-Johnston,courtney81@porter.biz,45,No,0
ORD1531,24-02-2024,02-03-2024,CUST553,Jaclyn Martin,Consumer,PROD5239,Monitor,Electronics,West,Virginia,West Samantha,9,1013,15,7749.45,4922.58,2826.87,Cash,Delivered,Roberts Ltd,brett46@baldwin-hoover.net,9,Yes,40
ORD1532,14-06-2025,21-06-2025,CUST461,Lauren Combs,Home Office,PROD9031,Laptop,Electronics,West,Wyoming,Longborough,9,2547,20,18338.4,16269.49,2068.91,Cash,Delivered,"Sampson, Mathews and Padilla",walkermolly@davis-soto.com,9,Yes,37
ORD1533,17-11-2024,22-11-2024,CUST460,Amanda Cowan,Consumer,PROD1106,Rice Bag,Grocery,North,New Mexico,South Christopher,8,2642,15,17965.6,12172.64,5792.96,UPI,Cancelled,Wolfe Ltd,dalebooker@thompson.com,35,No,0
ORD1534,17-01-2025,21-01-2025,CUST242,Anthony Gibson,Consumer,PROD9205,Study Table,Furniture,North,Pennsylvania,Port Jasonshire,3,698,5,1989.3,1609.27,380.03,UPI,Delivered,Richard Group,traci95@simmons.com,21,No,0
ORD1535,02-06-2025,04-06-2025,CUST976,Adam Hebert,Home Office,PROD3841,Headphones,Electronics,North,New Mexico,East Alfredfort,5,4352,0,21760,17155.19,4604.81,UPI,Pending,Henry-Clark,anthony50@osborn.com,13,No,0
ORD1536,05-10-2024,09-10-2024,CUST147,Stacy Nelson,Consumer,PROD7918,Office Chair,Furniture,North,Georgia,Wendytown,8,2794,10,20116.8,16613.16,3503.64,UPI,Cancelled,Adams LLC,hudsonjennifer@baker-santana.com,46,No,0
ORD1537,07-12-2023,10-12-2023,CUST247,Michelle Lee,Corporate,PROD1450,Calculator,Office Supplies,South,Arkansas,Elliottfort,3,1880,15,4794,3979.7,814.3,UPI,Pending,"Moore, Cole and Baker",wjefferson@sanchez.info,25,No,0
ORD1538,20-03-2025,21-03-2025,CUST215,Michael Roberts,Home Office,PROD6240,Notebook,Office Supplies,East,West Virginia,Wilsonfurt,5,3543,15,15057.75,9979.04,5078.71,UPI,Pending,Barry Ltd,mcintoshemily@allen.org,32,No,0
ORD1539,14-08-2024,16-08-2024,CUST216,Lauren Moore,Consumer,PROD2416,Study Table,Furniture,West,Nevada,East Jade,5,4616,0,23080,20111.34,2968.66,UPI,Returned,"Miller, Wood and Hunt",joseph27@rivers.com,22,No,0
ORD1540,26-05-2025,28-05-2025,CUST756,Michael Dennis,Home Office,PROD8583,Cooking Oil,Grocery,North,Maryland,New Robert,9,1824,5,15595.2,10331,5264.2,Credit Card,Returned,"Rice, Morales and Peterson",pughjuan@flynn.biz,25,No,0
ORD1541,14-05-2024,15-05-2024,CUST595,Lisa Contreras,Consumer,PROD6678,Keyboard,Electronics,East,New York,Larsontown,5,853,15,3625.25,3180.15,445.1,Cash,Returned,"Williams, Hutchinson and Mendez",buchanankathleen@sweeney.net,29,No,0
ORD1542,22-08-2025,24-08-2025,CUST816,Joshua Byrd,Consumer,PROD3425,Office Chair,Furniture,West,Nevada,Sarahstad,2,4906,15,8340.2,6730.48,1609.72,Cash,Cancelled,Miller Inc,charles36@jennings.com,28,No,0
ORD1543,03-03-2024,06-03-2024,CUST482,Kelli Lucero,Home Office,PROD8717,Laptop,Electronics,South,Arkansas,Charlesside,3,1207,10,3258.9,2626.99,631.91,Cash,Delivered,Gay-Day,lrivas@murphy.info,25,No,0
ORD1544,16-09-2025,17-09-2025,CUST676,Lori Smith,Corporate,PROD2491,Study Table,Furniture,North,Hawaii,South Tammyberg,2,634,10,1141.2,759.13,382.07,Net Banking,Pending,Leach-Preston,cbrown@huffman.org,10,No,0
ORD1545,17-12-2024,21-12-2024,CUST285,Jessica Oliver,Home Office,PROD5687,Pen,Office Supplies,East,Hawaii,Lake Peterfort,7,4261,0,29827,23890.91,5936.09,UPI,Returned,Richardson and Sons,phillipdominguez@hobbs.com,29,No,0
ORD1546,30-03-2025,05-04-2025,CUST364,Alexis Moreno,Home Office,PROD9025,Juice Pack,Grocery,East,South Dakota,Larashire,8,3067,5,23309.2,15135.85,8173.35,UPI,Delivered,"Rodgers, Harrington and Luna",tara08@berg-adams.net,14,No,0
ORD1547,20-10-2024,25-10-2024,CUST316,Manuel Mcmillan,Consumer,PROD5614,Snacks,Grocery,South,Colorado,Lake Katherine,8,3977,5,30225.2,22033.14,8192.06,Credit Card,Returned,Anderson Ltd,dustin44@caldwell.org,18,No,0
ORD1548,26-01-2025,27-01-2025,CUST803,Kenneth Reyes,Home Office,PROD5173,Notebook,Office Supplies,East,Maryland,West Adamville,1,2387,20,1909.6,1393.26,516.34,Net Banking,Delivered,"Wilson, Castillo and Snyder",savannah37@andrews-manning.com,4,Yes,36
ORD1549,16-10-2024,21-10-2024,CUST270,Kristen Eaton,Corporate,PROD7822,Bookshelf,Furniture,North,Nebraska,Hollyside,3,1184,20,2841.6,2502.44,339.16,Net Banking,Cancelled,Craig and Sons,xrobinson@lee.com,7,Yes,41
ORD1550,13-04-2025,14-04-2025,CUST550,Donna Smith,Consumer,PROD8311,Snacks,Grocery,North,West Virginia,Antonioport,3,4034,15,10286.7,9105.77,1180.93,Cash,Pending,"Baker, Jones and Watson",stephaniebailey@palmer.info,36,No,0
ORD1551,25-08-2025,28-08-2025,CUST326,Cynthia Donaldson,Consumer,PROD7520,Snacks,Grocery,South,Georgia,Lake Steventown,4,582,5,2211.6,1624.97,586.63,UPI,Delivered,Hughes and Sons,careypatricia@brown.com,1,Yes,27
ORD1552,26-02-2025,04-03-2025,CUST122,David Anderson,Home Office,PROD6492,Monitor,Electronics,East,Washington,New Erikfurt,8,2136,5,16233.6,12090.39,4143.21,Net Banking,Pending,"Johnson, Nguyen and Jefferson",thompsonangela@brown.biz,30,No,0
ORD1553,12-06-2024,14-06-2024,CUST533,Carolyn Terry,Corporate,PROD4131,Headphones,Electronics,East,Virginia,Joshuafurt,2,3412,5,6482.8,4138.41,2344.39,UPI,Cancelled,Coleman-Clark,james17@jimenez.info,3,Yes,24
ORD1554,09-02-2025,14-02-2025,CUST813,Brianna Robbins,Home Office,PROD6595,Monitor,Electronics,North,Kentucky,Byrdchester,10,1124,5,10678,7281.36,3396.64,UPI,Cancelled,Mccormick-Ryan,norrisjillian@rosario-keith.com,30,No,0
ORD1555,15-02-2025,17-02-2025,CUST177,Amy Figueroa,Consumer,PROD5428,Laptop,Electronics,West,Georgia,Kellyton,4,1083,5,4115.4,3599.79,515.61,UPI,Delivered,Stokes and Sons,lyonsstacy@powell-olson.biz,38,No,0
ORD1556,24-01-2024,26-01-2024,CUST418,Alexander Matthews,Home Office,PROD1843,Sofa,Furniture,East,New Mexico,Lake Howardside,5,1792,0,8960,5382.97,3577.03,Cash,Pending,Peters-Stevens,williamdunn@byrd.org,45,No,0
ORD1557,25-06-2025,27-06-2025,CUST404,Wayne Ross,Consumer,PROD1925,Notebook,Office Supplies,East,Arkansas,Lanceport,4,1302,20,4166.4,2547.29,1619.11,Cash,Pending,Bradley-Watts,scottadam@rogers.org,38,No,0
ORD1558,11-03-2024,18-03-2024,CUST479,Brooke Ford,Consumer,PROD1978,Pen,Office Supplies,West,New Hampshire,Thomasfort,6,4848,0,29088,19262.88,9825.12,Cash,Delivered,Vargas and Sons,wwatts@mcmillan.biz,8,Yes,26
ORD1559,22-10-2025,23-10-2025,CUST640,Mary Bush,Corporate,PROD1820,Monitor,Electronics,South,South Carolina,New Jennifer,4,3856,5,14652.8,11468.61,3184.19,Credit Card,Pending,Christian Ltd,xtyler@gomez.com,19,No,0
ORD1560,15-02-2024,22-02-2024,CUST317,Christopher Davis,Consumer,PROD4492,Calculator,Office Supplies,North,Oklahoma,Jeremymouth,4,394,5,1497.2,1156.89,340.31,Credit Card,Cancelled,Fowler-Mata,ericaball@bryant.com,22,No,0
ORD1561,23-12-2024,24-12-2024,CUST877,Amber Silva,Home Office,PROD2231,Rice Bag,Grocery,West,Illinois,Markburgh,3,228,0,684,495.7,188.3,Cash,Cancelled,"Madden, Smith and Potts",jonathan47@oliver.com,38,No,0
ORD1562,03-11-2024,10-11-2024,CUST943,Timothy Moore,Corporate,PROD8964,Rice Bag,Grocery,East,New Jersey,Lake Garyport,6,3202,10,17290.8,10386.05,6904.75,Net Banking,Cancelled,"Johnson, Coleman and Holmes",grant80@tran.com,45,No,0
ORD1563,31-05-2025,05-06-2025,CUST161,Kathleen Vargas,Home Office,PROD6689,Dining Table,Furniture,North,Idaho,Karenburgh,4,1800,15,6120,4036.1,2083.9,Cash,Cancelled,Haynes-Collins,moralesoscar@davis-lopez.com,0,Yes,34
ORD1564,14-02-2025,17-02-2025,CUST143,Charles Sanders,Corporate,PROD6685,Rice Bag,Grocery,East,Iowa,North Natashaport,6,875,10,4725,3824.65,900.35,Cash,Delivered,Hayes-Powers,gomezjoseph@griffin.com,36,No,0
ORD1565,24-02-2024,26-02-2024,CUST909,Scott Sparks,Home Office,PROD8630,Headphones,Electronics,West,Montana,Evanstown,5,4165,10,18742.5,13726.18,5016.32,Credit Card,Delivered,"Espinoza, Floyd and Small",underwoodjennifer@whitehead-cox.com,6,Yes,23
ORD1566,07-10-2024,14-10-2024,CUST371,Vincent Duke,Consumer,PROD1241,Monitor,Electronics,East,Louisiana,Watsonland,7,1115,20,6244,5257.25,986.75,Cash,Returned,Smith Group,smithdylan@reyes-schwartz.biz,29,No,0
ORD1567,20-10-2024,25-10-2024,CUST563,Wendy Glover,Consumer,PROD7102,Pen,Office Supplies,West,Idaho,Joseton,5,1858,10,8361,5220.11,3140.89,Net Banking,Delivered,Spears Group,akirby@rivera.biz,18,No,0
ORD1568,21-05-2025,27-05-2025,CUST631,Kevin Pierce,Home Office,PROD8189,File Folder,Office Supplies,North,New Mexico,Lake Kevinview,2,2249,0,4498,3987.97,510.03,UPI,Pending,Rogers-Drake,carmengarcia@yu.biz,21,No,0
ORD1569,20-11-2023,22-11-2023,CUST573,Andrew Perry,Corporate,PROD3182,Snacks,Grocery,South,Alaska,Port Jason,9,1724,15,13188.6,8073.39,5115.21,Credit Card,Delivered,"Bennett, Young and Reid",matthewcarrillo@taylor.org,49,No,0
ORD1570,31-05-2024,07-06-2024,CUST751,Adam Chaney,Consumer,PROD3785,Rice Bag,Grocery,West,Alabama,East Bradley,6,4864,20,23347.2,15092.2,8255,Cash,Delivered,Dominguez Group,david04@ford.org,41,No,0
ORD1571,29-07-2024,30-07-2024,CUST700,Bobby Anderson,Home Office,PROD9051,Mouse,Electronics,West,Colorado,North Charlene,9,130,0,1170,811.46,358.54,UPI,Cancelled,Charles-Stafford,julie94@burnett-perez.com,32,No,0
ORD1572,06-01-2025,10-01-2025,CUST468,Laura Estrada,Consumer,PROD5208,Bookshelf,Furniture,West,Washington,Kristinfurt,5,3896,15,16558,10528.38,6029.62,Net Banking,Cancelled,"Osborn, Carter and Weber",danielshelton@anderson.com,46,No,0
ORD1573,09-08-2025,11-08-2025,CUST650,Michael Burns,Home Office,PROD3307,Sofa,Furniture,West,Louisiana,West Christian,6,1845,20,8856,7501.32,1354.68,Net Banking,Delivered,Nicholson-Berry,sarah04@sanders.org,15,No,0
ORD1574,25-05-2025,31-05-2025,CUST801,Richard Mccann,Consumer,PROD3897,Office Chair,Furniture,West,Virginia,Andreside,5,3832,0,19160,11648.88,7511.12,Net Banking,Returned,Jenkins-Campbell,murrayelizabeth@thornton-garcia.com,45,No,0
